standard_code,title,scope_excerpt,standard_kind,canonical_product,product_aliases,product_confidence,review_status,review_notes
IS 3129: 1985,LOW DENSITY PARTICLE BOARDS,Essential requirments of low density particle boards having specific grativity not exceeding 0.4,other,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 3182: 1986,BROKEN BRICK (BURNT CLAY),Requirements for broken brick (burnt clay) fine aggregate for use in lime mortar.,product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,low,needs_review,
IS 3308: 1981,WOOD WOOL BUILDING SLABS,"Requirements regarding dimensions, weight and strength for wood wool building slabs.",product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,low,needs_review,
IS 3311: 1979,WASTE PLUG AND ITS ACCESSORIES FOR SINKS,"Requirements for materials, manufacture, construction, testing and finish of waste plug, chain and stay suitable for use in wash-basins and sinks complying IS 771 (Part 2) 1985*, IS 2556 (Part 4): 1994+ *IS 2556 (Part...",material_standard,plug_socket,plug; plugs; socket; socket-outlet,low,needs_review,
IS 3316: 1974,STRUCTURAL GRANITE,"Covers selection, grading and strength requirements of structural granite for the various constructional uses. Note — Granite is a structural and ornamental stone because of its high compressive strength, durability a...",product_standard,stone,building stone; polished stone; stone; stones,high,needs_review,
IS 3337: 1978,BALLIES FOR GENERAL PURPOSES,Covers the requirements of BALLIES used for geneal purposes.,product_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,low,needs_review,
IS 3348: 1965,FIBRE INSULATION BOARD,Requirements for insulating boards made of wood or sugarcane fibre. It also covers the following special types of fibre insulation boards Type of Board Nominal Tolerance on Thickness Thickness mm mm cm cm Fibre insula...,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 3367: 1993,BURNT CLAY TILES FOR USE IN LINING,"Covers machine-pressed, wire-cut, or hand-made rectangular burnt clay tiles used for lining irrigation canals and for drainage channels (other than sewage works).",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 3384: 1986,BITUMEN PRIMER FOR USE IN,Covers the requirements for bitumen primer for application to concrete and masonry surfaces and to be used with bitumen in damp-proofing and waterproofing below or above ground level.,product_standard,waterproofing_membrane,bitumen felt; bitumen felts; water-proofing; waterproofing,high,needs_review,
IS 3419: 1989,FITTINGS FOR RIGID NON-METALLIC CONDUITS,"Requirements and methods of test for rigid conduit fittings manufactured from insulating materials for use with circular, rigid, non-flame propagating and non-threadable plain conduits of insulating materials. This st...",test_method,,,high,needs_review,
IS 3438: 1994,SILVERED GLASS MIRRORS FOR GENERAL,Requirements and methods of sampling and test for silvered glass mirrors used for general purposes.,product_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,high,needs_review,
IS 3443: 1980,CRANE RAIL SECTION,"Lays down dimensions ,shape and other requirements of crane rail sections.",product_standard,crane_rail_section,,medium,needs_review,
IS 3461: 1980,PVC ASBESTOS FLOOR TILES,Requirements for smooth surfaced homogeneous PVC asbestos floor tiles. Laminated floor tiles and floor tiles having embossed surface are not covered in this standard.,product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 3462: 1986,UNBACKED FLEXIBLE PVC FLOORING,"Requirements of unbacked homogeneous flexible PVC flooring, including laminated",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,low,needs_review,
IS 3466: 1988,MASONRY CEMENT,"Requirements for masonry cement to be used for all general purposes where mortars for masonry are required. Masonry cement is, however, not intended for use in structural concrete, for flooring and foundation work or...",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 3468: 1991,PIPE NUTS,Requirements for pipe nuts in the size range G 1/8 to G6.,product_standard,nut,hexagon nut; nut; nuts,low,needs_review,
IS 3478: 1966,HIGH DENSITY WOOD PARTICLE BOARDS,Requirements of high density wood particle boards in flat sheet or moulded forms.,test_method,,,high,needs_review,
IS 3480: 1966,FLEXIBLE STEEL CONDUITS FOR,Requirements for flexible steel conduits for protection of cables in electrical installations. Such conduits shall not be used as an earth continuity conductor.,installation,,,medium,needs_review,
IS 3489: 1985,ENAMELLED STEEL BATH TUBS,"Requirements for material, construction and workmanship, patterns, dimensions, tolerances and maintenance for vitreous enamelled steel bath tubs.",material_standard,steel_sheet,carbon steel sheet; carbon steel sheets; steel sheet; steel sheets,low,needs_review,
IS 3502: 1994,STEEL CHEQUERED PLATES,"Requirements for steel chequered plates, having raised figures at regular intervals on one surface of the plate.",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 3564: 1995,HYDRAULICALLY REGULATED DOOR CLOSER,Requirements for exposed type hydraulically regulated door closers for vertical hinge type doors opening to one side only and weighing more than 80 kg. This does not cover the requirements for concealed type hydraulic...,product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 3583: 1988,BURNT CLAY PAVING BRICKS,"Covers dimensions, quality and strength, and methods of sampling and test for burnt clay paving bricks for use in construction of pavements.",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,"Applies to seamless or electric fusion welded, electric resistance welded and induction welded carbon steel pipes for water, gas and sewage of outside diameter from 168.3 to 203 2 mm and having joints with plain or be...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 3620: 1979,LATERITE  STONE  BLOCK  FOR  MASONRY,"Requirements for dimensions, physical properties and workmanship of rectangular blocks made from laterite stone, used in the construction of walls and partitions.",product_standard,block,block; blocks; concrete block; masonry block; masonry blocks,low,needs_review,
IS 3622: 1977,SANDSTONE (SLABS AND TILES),"Requirements for dimensions and physical properties of sandstone slabs and tiles for use in flooring, roofing and face work.",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 3629: 1986,STRUCTURAL TIMBER IN BUILDINGS,"Covers the various requirements of structural timber for use in buildings. It includes classification and grouping of different species of timber, their suitability for permanent and temporary structures, factors affe...",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 362: 1991,PARLIAMENT HINGES,"Requirements regarding materials, manufactre, finihs. ,marking and packing of parliament hinges.",material_standard,hinge,butt hinge; butt hinges; hinge; hinges,high,needs_review,
IS 363: 1993,HASPS AND STAPLES,"Requirements regarding materials, manufacture, dimensions, manufacture and finish of hasps and staples.",material_standard,hasps_staples,,medium,needs_review,
IS 364: 1993,FAN LIGHT CATCH,"Requirements regarding material, dimensions, manufacture and finish of fan light catches commonly used on ventilators in buildings.",material_standard,window,ventilator; ventilators; window; windows,low,needs_review,
IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,Requirements and the methods of sampling and test for unbonded rock and slag wool for thermal insulation.,product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,high,needs_review,
IS 3709: 1966,MASTIC CEMENT FOR BEDDING OF,"Requirements and methods of sampling and test for mastic cement for bedding of metal windows. The material is intended for application by hand or with a putty knife. It is used for bedding, one metal window into anoth...",material_standard,window,ventilator; ventilators; window; windows,high,needs_review,
IS 3731: 1985,TEAK  SQUARES,Covers the requirements of various grades of teak squares based on defects.,product_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,low,needs_review,
IS 3757: 1985,HIGH STRENGTH STRUCTURAL BOLTS,"Requirements for large series hexagon, high strength structural steel bolts in property classes 8.8 and 10.9 and in the size range M16 to M36 with short thread lengths suitable for use in both friction-type and bearin...",material_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 3818: 1992,CONTINUOUS (PIANO) HINGES,Requirements for continuous (piano) hinges.,product_standard,hinge,butt hinge; butt hinges; hinge; hinges,high,needs_review,
IS 3828: 1966,VENTILATOR CHAINS,Requirements for ventilator chains.,product_standard,window,ventilator; ventilators; window; windows,high,needs_review,
IS 3837: 1976,ACCESSORIES FOR RIGID STEEL CONDUITS FOR,"Material, dimensions and other requirements of accessories (other than fittings) used with rigid steel conduits conforming of IS : 9537 (Part 2) 1981*. Accessories include clips (ordinary), saddles (single and multipl...",material_standard,plug_socket,plug; plugs; socket; socket-outlet,low,needs_review,
IS 383: 1970,COARSE AND FINE AGGREGATES FROM NATURAL,"Requirements for aggregates, crushed or uncrushed, derived from natural sources for use in the production of structural concrete including mass concrete works.",product_standard,aggregate,aggregate; aggregates,high,needs_review,
IS 3843: 1995,STEEL BACK FLAP HINGES,"Covers types and the requirements regarding materials, dimensions, manufacture and finish of steel back flap hinges.",material_standard,hinge,butt hinge; butt hinges; hinge; hinges,high,needs_review,
IS 3847: 1992,MORTICE NIGHT LATCHES,Requirements for mortice night latches for general use.,product_standard,latch,latch; latches; rim latch; rim latches,high,needs_review,
IS 3854: 1997,SWITCHES FOR DOMESTIC AND SIMILAR,1.1 Applies to manually operated general purpose switches with a rated voltage not exceeding 440 Volts and a rated current not exceeding 63A. intended for household and similar fixed electrical installations either in...,installation,,,medium,needs_review,
IS 3908: 1986,ALUMINIUM EQUAL LEG ANGLES,"Cover the material, dimensions and sectional properties of aluminium equal leg angles for structural use and other applications.",material_standard,rod,filler rod; filler rods; rod; rods,low,needs_review,
IS 3909: 1986,ALUMINIUM UNEQUAL LEG ANGLES,"Covers the material, dimensions and sectional properties of aluminium unequal leg angles for structural use and other applications.",material_standard,rod,filler rod; filler rods; rod; rods,low,needs_review,
IS 3921: 1985,ALUMINIUM CHANNELS,"Cover the material, dimensions and sectional properties of aluminium channels for structural use and other applications.",material_standard,channel,channel; channels; l-panel,high,needs_review,
IS 3951 (Part 1): 1975,HOLLOW CLAY TILES FOR,"Requirements for dimensions, quality and strength requirements of hollow clay filler tiles having perforations parallel to their length and intended for use in floors and roofs.",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,low,needs_review,
IS 3951 (Part 2): 1975,HOLLOW CLAY TILES FOR,"Requirements for quality, dimensions, bulk density, water absorption and strength requirements of structural hollow clay tiles suitable for floor/roof.",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 3952: 1988,BURNT CLAY HOLLOW  BRICKS FOR WALLS,"Covers the dimensions, quality and strength requirements of hollow bricks made from burnt clay and having perforations through and at right angle to the bearing surface.",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 3954: 1991,HOT ROLLED CHANNEL SECTIONS FOR GENERAL,"Lays down the nominal dimensions, mass and sectional properties of hot- rolled steel channel sections for general engineering purpose.",material_standard,channel,channel; channels; l-panel,high,needs_review,
IS 3964: 1980,LIGHT RAILS,Requirements of light rail sections. 2 . Designation — By letters ISLR followed by a figure denoting weight in kg per metre of the rail section.,product_standard,light_rails,,medium,needs_review,
IS 3989: 1984,CENTRIFUGALLY CAST (SPUN) IRON SPIGOT AND,"Requirements for centrifugally cast (spun) iron spigot and socket soil, waste and ventilating pipes together with the details of the fittings and accessories. These pipes and fittings are suitable for use above ground...",product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,high,needs_review,
IS 399: 1963,CLASSIFICATION OF COMMERCIAL TIMBERS AND,"Details of the zonal distribution of common commercial timbers of India, classified according to their various uses, and information on the availability of these timbers and on some of their important properties.",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 4021: 1995,"TIMBER DOOR, WINDOW AND VENTILATOR","Requirements regarding material, construction, workmanship and sizes of timber door, window and ventilator frames generally used in residential and institutional buildings. 1.1 This standard does not cover timber door...",material_standard,window,ventilator; ventilators; window; windows,high,needs_review,
IS 404 (Part 1): 1993,LEAD PIPES – FOR OTHER THAN,Requirements of lead pipes for other than chemical purposes. The lead pipes covered in this standard are not suitable for potable water supply.,product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 407: 1981,BRASS TUBES FORGENERAL PURPOSES,"1.1 Requirement of solid drawn brass tubes for general purposes. Specifies the method of designating tubes by their outside diameter and lays down the permitted tolerances on outside diameter, thickness and length of...",other,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 4098: 1983,LIME POZZOLANA MIXTURE,Requirements of lime pozzolana mixture for use in construction works.,product_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 412: 1975,EXPANDED METAL STEEL SHEETS FOR,Requirements for expanded metal steel used for general purposes.,material_standard,steel_sheet,carbon steel sheet; carbon steel sheets; steel sheet; steel sheets,high,needs_review,
IS 4139: 1989,CALCIUM SILICATE BRICKS,"Requirements regarding classification, general quality, dimensions, compressive strength and drying shrikage of calcium silicate bricks used in building.",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 4160: 1967,INTERLOCKING SWITCH SOCKET OUTLET,"Requirements for interlocking type switch socket outlets, rating up to 30A, suitable for use in ac and dc circuits at rated voltages up to 250 V.",product_standard,plug_socket,plug; plugs; socket; socket-outlet,high,needs_review,
IS 419: 1967,"PUTTY, FOR USE ON WINDOW FRAMES","Requirements, and the methods of sampling and test for putty for use in fixing glass panes on wood and metal frames and for filling splits, cracks and holes in wood or metal.",installation,,,high,needs_review,
IS 423: 1961,PLASTIC WOOD FOR JOINERS FILLER,"Requirements, and methods of test for material commercially known as plastic wood, for joiners fillers. The material is used for filling holes, cracks and other irregularities in wood to produce a smooth surface capab...",test_method,,,high,needs_review,
IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,"Requirements for steel tubes used for water wells, such as, casing, drive pipe and housing,having the following types of joints a) Screwed and socketed butt joints, b) Screwed flush butt joints, and c) Plain bevelled...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 432 (Part 1): 1982,MILD STEEL AND MEDIUM  TENSILE,Requirements of mild steel and medium tensile steel plain bars in round and square sections for use as reinforcement in concrete.,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 432 (Part II): 1982,MILD STEEL AND MEDIUM TENSILE STEEL,Requirements of hard-drawn steel wire of medium strength used as reinforcement in concrete.,material_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 4346: 1982,WASHERS  FOR USE WITH FITTINGS FOR WATER,"Requirements of washers for water services suitable for use in bib taps, stop valves, self- closing taps, flush valves, pillar taps and ferrules, covered under respective standards.",product_standard,washer,plain washer; washer; washers,high,needs_review,
IS 4350: 1967,CONCRETE POROUS PIPES FOR UNDER,Requirement for porous pipes made of concrete for use in under drainage. The requirements cover pipes ranging from 80 to 900 mm nominal internal diameter with three types of joints.,product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 4351: 2003,STEEL DOOR FRAMES,"Requirements regarding material, dimensions and construction of steel door frames for internal and external use.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 4457: 1982,CERAMIC UNGLAZED VITREOUS ACID,Requirements for ceramic unglazed vitreous acid resisting titles.,product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,high,needs_review,
IS 452: 1973,DOOR SPRING RAT- TAIL TYPE,"Requirements for materials, dimensions, manufacture, finish and tests for door springs, rat-tail type commonly used in building constrcution.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 453: 1993,DOUBLE-ACTING SPRING HINGES,"Requirements for material, dimensions manufacture, finish and tests of double-acting spring hinges and corresponding blank hinges used generally for swing doors.",material_standard,hinge,butt hinge; butt hinges; hinge; hinges,high,needs_review,
IS 454: 1994,CUTBACK  BITUMEN FROM WAXY CRUDE,Covers the physical and chemical requirements of cutbacks bitumen from waxy crude of indigenous origin.,product_standard,bitumen_from_waxy_crude,,medium,needs_review,
IS 455: 1989,PORTLAND SLAG CEMENT,Covers the manufacture and chemical and physical requirements for Portland slag cement.,material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 458: 2003,PRECAST CONCRETE PIPES (WITH AND,"Requirements for reinforced and unreinforced precast cement concrete pipes, of both pressure and non- pressure varieties used for water mains, sewers, culverts and irrigation. The requirements for collars are also cov...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 459: 1992,CORRUGATED AND SEMI-CORRUGATED ASBESTOS,"Covers corrugated and semi-corrigutated asbestos cement sheets, designed to provide structural weather exposed surfaces of roofs and building walls of industrial, residential, agricultural commercial and institutional...",material_standard,cement,cement; lime pozzolana mixture; lime-pozzolana concrete; masonry cement; ordinary portland cement; portland cement; pozzolana cement; slag cement; white cement,high,needs_review,
IS 4615: 1968,SWITCH SOCKET-OUTLETS,Requirements for switch socket-outlets of the non-interlocking type of the surface and flush type (shuttered and non-shuttered) having ratings up to 30 A and suitable for use on ac and dc circuits at rated voltage not...,product_standard,plug_socket,plug; plugs; socket; socket-outlet,low,needs_review,
IS 4621: 1975,INDICATING BOLT FOR USE IN  PUBLIC BATHS,Requirements for indicating bolts for use in public baths and lavatories.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 4649: 1968,ADAPTORS FOR FLEXIBLE STEEL CONDUITS,Requirements for adaptors of clamp and solid types for flexible steel conduits intended for the protection of cables in electrical installations. Adaptors are used for connecting flexible metallic conduits to a rigid...,installation,,,high,needs_review,
IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,"Requirements and the methods of sampling and test for expanded polystyrene in the form of rough shapes, finished boards and blocks, and pipe sections / segments for thermal insulation primarily for use in refrigeratio...",product_standard,thermal_insulation,calcium silicate insulation; expanded polystyrene; fibrous pipe insulation; insulation; mineral wool; rock wool; slag wool; thermal insulating; thermal insulation,high,needs_review,
IS 4762: 1984,WORM DRIVE CLAMPS FOR GENERAL PURPOSE,Requirements for worm drive hose clamps for general purposes.,product_standard,pipe_fitting,bend; bends; coupler; couplers; fitting; fittings; pipe fitting; pipe fittings; reducer; reducers; saddle piece; saddle pieces; socket; sockets; tee; tees,low,needs_review,
IS 4832 (Part 1): 1969,CHEMICAL RESISTANT MORTARS,Requirements for chemically setting silicate type of chemical resistant mortars for bonding chemical resistant mansonry units. Such mortars are resistant to most type of acids except hydrofluoric acid and concentrated...,test_method,,,low,needs_review,
IS 4832 (Part 2): 1969,CHEMICAL RESISTANT MORTARS,Requirements of resin type chemical resistant mortars for bonding chemical resistant masonry units. Such mortars have good resistance to non-oxidizing mineral acid and poor resistance to oxidizing mineral acid. Fairly...,product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,low,needs_review,
IS 4832 (Part 3): 1968,CHEMICAL RESISTANT MORTARS,"Requirements of sulphur type chemical resistant mortars for bonding chemical resistant masonry units. Note — Such mortars have good resistance against most of the acids except concentrated oxidizing acids, but have po...",product_standard,tile,clay roofing country tile; flooring tile; hollow clay tile; lining tile; ridge tile; roofing tile; terracing tile; tile; tiles,low,needs_review,
IS 4860: 1968,ACID – RESISTANT BRICKS,"Requirements of acid-resistant bricks. Such bricks are designed primarily, for use in chemical allied industries and are used in masonry, flooring, etc, subject to acid attack, lining of sewers carrying industrial eff...",product_standard,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 4885: 1988,SEWER BRICKS,"Specifies dimensions, quality and strength, and methods of sampling and test for burnt clay sewer bricks used for sewers of sanitary (domestic) sewage.",other,brick,brick; bricks; building brick; building bricks; fly ash brick,high,needs_review,
IS 4891: 1988,PREFERRED CUT SIZES OF  STRUCTURAL TIMBER,"Covers preferred cut sizes of timber for use in the following units: a) Roof trusses, b) Roof purlins, rafters, floor beams, etc; c) Partitions framing, covering; d) Centering; and e) Door / window/ventilators",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 4895: 1985,TEAK LOGS,Covers the requiremens of various grades of teak logs intended for conversion purposes. It does not cover the requirements of teak logs for veneering purposes.,product_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,low,needs_review,
IS 4923: 1997,HOLLOW STEEL SECTIONS  FOR STRUCTURAL,Requirements for hot and cold formed square and rectangular hollow steel sections for structural use. Section 1 General Requirements,material_standard,steel_section,flange steel section; steel section; steel sections; tee bar; tee bars,high,needs_review,
IS 4948: 2002,WELDED STEEL WIRE FABRIC,"Requirements for welded wire fabric for general use, such as fencing, window grill and crates. Not intended to cover fabric for concrete reinforcement.",material_standard,wire_fabric,steel wire fabric; wire fabric,high,needs_review,
IS 4962: 1968,WOODEN SIDE SLIDING DOORS,"Requirements regarding material, type, shape fabrication, assembly and finish of wooden side sliding doors (of the straight sliding type), its gear components and fittings.",material_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 4972: 1968,RESISTANCE SPOT – WELDING ELECTRODES,"Code numbers (in metric units), dimensional requirements, and physical and mechanical properties for a series of spot-welding electrodes, cap electrodes and shanks, mainly intented for resistance spot welding of ferro...",product_standard,electrode,electrode; electrodes,high,needs_review,
IS 4984: 1995,HIGH DENSITY POLYETHYLENE PIPES,"Requirements for high density polyethylene pipes from 16 mm to 1000 mm nominal diameter of pressure rating from 0.25 MPa to 1.6 MPa in material grades of PE 63, PE 80, and PE 100, for use for buried water mains and se...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 4985: 2000,UNPLASTICIZED PVC PIPES FOR POTABLE,1.1 Requirements for plain end as well as socket end pipes including those for use with electronic sealing rings. 1.2 This standard does not cover unplasticized PVC pipes use in suction and delivery lines of agricultu...,product_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
IS 4990: 1993,PLYWOOD FOR CONCRETE SHUTTERING WORK,Requirements of plywood for concrete shuttering and form work.,product_standard,board,bamboo mat board; board; boards; coir board; fiber board; fibre board; fibre boards; particle board; plywood; veneered decorative plywood,high,needs_review,
IS 4992: 1975,DOOR HANDLES FOR MORTICE LOCKS,Requirements for door handles for operation of mortice locks (vertical type) covered in IS 2209 : 1976.*,product_standard,door,door; door frame; door frames; doors; shutter; shutters,high,needs_review,
IS 4996: 1984,REINFORCED CONCRETE FENCE POSTS,"Requirements for reinforced concrete fence posts for general purposes. Recommendations for the provisions of wire holes and their spacing, as well as the erection of post-and-wire fence have also been included. Reinfo...",product_standard,reinforced_concrete_fence_posts,,medium,needs_review,
IS 513: 1994,COLD ROLLED LOW CARBON STEEL,Requirements of cold rolled low carbon steel sheets and strips for bending and drawing purpose and where the surface is of prime importance. It covers sheets and strips up to 4 mm thick both in coil form and cut lengths.,material_standard,steel_sheet,carbon steel sheet; carbon steel sheets; steel sheet; steel sheets,high,needs_review,
IS 5187: 1972,FLUSH BOLTS,Requirements for flush bolts for use in cupboards and doors,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,high,needs_review,
IS 5219: 1969,CAST COPPER ALLOYS TRAPS,"Covers copper alloy cast traps P and S types and their associated components of nominal sizes 32 mm, 40 mm and 50 mm for use in wash–basins, sinks, bath tubs and similar waste appliances.",product_standard,sink,sink; sinks,low,needs_review,
IS 5246: 2000,CONIFEROUS LOGS,"Covers the requirements of three grades of coniferous logs, that is, Grade 1, Grade 2 and Grade 3, for conversion into timber.",material_standard,timber,sawn timber; timber; timbers; wooden sleeper; wooden sleepers,high,needs_review,
IS 5312 (Part 1): 2004,SWING  CHECK  TYPE  REFLUX,"Requirements for flanged reflux valves of single door, swing check type used for water works purposes of sizes 50 to 600 mm.",product_standard,valve,air relief valve; check valve; non return valve; non-return valve; pressure reducing valve; reflux valve; sluice valve; stop valve; valve; valves,low,needs_review,
IS 5312 (Part 2): 1986,SWING  CHECK  TYPE  REFLUX,"Requirements for flanged reflux valves of multi-door, swing check type used for water works purpose of sizes from 400 to 1200 mm.",product_standard,door,door; door frame; door frames; doors; shutter; shutters,low,needs_review,
IS 5317: 2002,BITUMEN MASTIC FOR  BRIDGE,Requirements for bitumen mastic used as a surfacing material for bridge decks and roads.,material_standard,aggregate,aggregate; aggregates,low,needs_review,
IS 5369: 1975,GENERAL REQUIREMENTS FOR PLAIN WASHERS,"General requirements and permissible deviation for plain washers, lock washers and similar parts.",product_standard,washer,plain washer; washer; washers,high,needs_review,
IS 5372: 1975,TAPER WASHERS FOR CHANNELS (ISMC),Requirements for taper washers for use with Indian Standard Medium Weight Channels (ISMC) with bolts in diameter range of 10 to 39 mm.,product_standard,washer,plain washer; washer; washers,low,needs_review,
IS 5373: 1969,SQUARE WASHERS FOR WOOD FASTENINGS,Requirements for square washers intended for use in wood fastenings with bolts in diameter range 10 to 52 mm.,product_standard,bolt,bolt; bolts; hexagon head bolt; structural bolt,low,needs_review,
IS 5374: 1975,TAPER WASHERS FOR I-BEAMS (ISMB),Requirements for taper washers for use with Indian Standard Medium Weight Beams (ISMB) with bolts of 10 mm to 39 mm diameter.,product_standard,washer,plain washer; washer; washers,high,needs_review,
IS 5382: 1985,RUBBER SEALIG RINGS FOR GAS,"Requirements for materials used for vulcanized solid rubber sealing rings for water supply and drainage systems, drain pipes, sewers and rainwater pipes, all at ambient temerature including gas connections. It covers...",material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,low,needs_review,
IS 5384: 1985,ALUMINIUM   I–BEAM,"Covers the material, dimensions and sectional properties of aluminium I- beam sections for structural use and other applications.",material_standard,rod,filler rod; filler rods; rod; rods,low,needs_review,
IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS","Requirements and methods of sampling and test for figured, rolled and wired glass.",product_standard,glass,glass; glass fiber; glass fibre; glass fibre reinforced,high,needs_review,
IS 5455: 1969,CAST IRON STEPS FOR MANHOLES,Requirements for cast iron steps for manholes.,product_standard,nut,hexagon nut; nut; nuts,low,needs_review,
IS 5504: 1997,SPIRAL WELDED PIPES,Requirements of spiral seam welded steel pipe over 457 mm dia and upto 2000 mm dia with wall thickness upto 12.5 mm inclusive. The pipe is intended for general use. The suitability of pipe for various purposes is depe...,material_standard,pipe,casing pipe; grp pipe; hdpe pipe; pipe; pipes; pvc pipe; steel tube; tube; tubes; water well tube,high,needs_review,
