query_id,query,positive_standard,positive_title,specificity,style,hard_negative_codes,review_status,review_notes
rq_is_1239_part_1_2004_06,Select the standard for utility piping using welded or seamless steel tubes,IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,use_case,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_07,"Specification needed for steel welded and seamless steel tubes in water, gas, air line, or steam service",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,formal,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_08,"Purchase requirement for welded and seamless steel tubes covering water, gas, air line, or steam service",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",general_but_sufficient,procurement,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_09,"Find the standard that covers welded and seamless steel tubes, plain-end or screwed-and-socketed steel tube supply",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,technical_natural,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_10,"Need compliant welded and seamless steel tubes for water, gas, air line, or steam service",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",general_but_sufficient,general_natural,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_11,"Which IS should I use for welded and seamless steel tubes when the job is water, gas, air line, or steam service?",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,conversational,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_1239_part_1_2004_12,"Standard selection for water, gas, air line, or steam service: welded and seamless steel tubes with plain-end or screwed-and-socketed steel tube supply",IS 1239 (Part 1): 2004,"STEEL TUBES, TUBULARS ANDOTHER",specific,use_case,IS 4270: 2001;IS 3589: 2001;IS 12709: 1994;IS 14333: 1996,pending,
rq_is_3589_2001_01,"Require carbon steel pipes with welded joints for water, gas, and sewage pipelines where the distinguishing feature is seamless or electrically welded pipe with butt or sleeve welded joints",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,formal,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_02,"Procure carbon steel pipes with welded joints for water, gas, and sewage pipelines; material or form should be carbon steel",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,procurement,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_03,"Need an Indian Standard for carbon steel pipes with welded joints used in water, gas, and sewage pipelines with seamless or electrically welded pipe with butt or sleeve welded joints",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,technical_natural,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_04,"Looking for carbon steel pipes with welded joints suited to water, gas, and sewage pipelines",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,general_but_sufficient,general_natural,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_05,"We need carbon steel pipes with welded joints for water, gas, and sewage pipelines, especially seamless or electrically welded pipe with butt or sleeve welded joints",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,general_but_sufficient,conversational,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_06,Select the standard for a water or sewage pipeline using large carbon steel pipes,IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,use_case,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_07,"Specification needed for carbon steel carbon steel pipes with welded joints in water, gas, and sewage pipelines",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,formal,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_08,"Purchase requirement for carbon steel pipes with welded joints covering water, gas, and sewage pipelines",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,general_but_sufficient,procurement,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_09,"Find the standard that covers carbon steel pipes with welded joints, seamless or electrically welded pipe with butt or sleeve welded joints",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,technical_natural,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_10,"Need compliant carbon steel pipes with welded joints for water, gas, and sewage pipelines",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,general_but_sufficient,general_natural,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_11,"Which IS should I use for carbon steel pipes with welded joints when the job is water, gas, and sewage pipelines?",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,conversational,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_3589_2001_12,"Standard selection for water, gas, and sewage pipelines: carbon steel pipes with welded joints with seamless or electrically welded pipe with butt or sleeve welded joints",IS 3589: 2001,SEAMLESS OR ELECTRICALLY WELDED STEEL,specific,use_case,IS 4270: 2001;IS 12709: 1994;IS 12818: 1992;IS 14402: 1996,pending,
rq_is_4270_2001_01,"Require steel tubes for water wells for well casing, drive pipe, or housing where the distinguishing feature is water-well tube use with casing or drive-pipe joints",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,formal,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_02,"Procure steel tubes for water wells for well casing, drive pipe, or housing; material or form should be steel",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,procurement,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_03,"Need an Indian Standard for steel tubes for water wells used in well casing, drive pipe, or housing with water-well tube use with casing or drive-pipe joints",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,technical_natural,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_04,"Looking for steel tubes for water wells suited to well casing, drive pipe, or housing",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,general_but_sufficient,general_natural,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_05,"We need steel tubes for water wells for well casing, drive pipe, or housing, especially water-well tube use with casing or drive-pipe joints",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,general_but_sufficient,conversational,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_06,Select the standard for a water well requiring steel casing and drive pipes,IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,use_case,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_07,"Specification needed for steel steel tubes for water wells in well casing, drive pipe, or housing",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,formal,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_08,"Purchase requirement for steel tubes for water wells covering well casing, drive pipe, or housing",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,general_but_sufficient,procurement,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_09,"Find the standard that covers steel tubes for water wells, water-well tube use with casing or drive-pipe joints",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,technical_natural,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_10,"Need compliant steel tubes for water wells for well casing, drive pipe, or housing",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,general_but_sufficient,general_natural,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_11,"Which IS should I use for steel tubes for water wells when the job is well casing, drive pipe, or housing?",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,conversational,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_4270_2001_12,"Standard selection for well casing, drive pipe, or housing: steel tubes for water wells with water-well tube use with casing or drive-pipe joints",IS 4270: 2001,STEEL TUBES USED FOR WATER WELLS,specific,use_case,IS 3589: 2001;IS 1239 (Part 1): 2004;IS 12818: 1992;IS 651: 1992,pending,
rq_is_651_1992_01,Require salt-glazed stoneware pipes and fittings for non-potable drainage and pipeline fittings where the distinguishing feature is stoneware pipe and fitting forms not meant for potable water,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,formal,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_02,Procure salt-glazed stoneware pipes and fittings for non-potable drainage and pipeline fittings; material or form should be salt-glazed stoneware,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,procurement,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_03,Need an Indian Standard for salt-glazed stoneware pipes and fittings used in non-potable drainage and pipeline fittings with stoneware pipe and fitting forms not meant for potable water,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,technical_natural,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_04,Looking for salt-glazed stoneware pipes and fittings suited to non-potable drainage and pipeline fittings,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,general_but_sufficient,general_natural,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_05,"We need salt-glazed stoneware pipes and fittings for non-potable drainage and pipeline fittings, especially stoneware pipe and fitting forms not meant for potable water",IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,general_but_sufficient,conversational,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_06,Select the standard for a drainage line using glazed stoneware pipes and fittings,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,use_case,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_07,Specification needed for salt-glazed stoneware salt-glazed stoneware pipes and fittings in non-potable drainage and pipeline fittings,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,formal,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_08,Purchase requirement for salt-glazed stoneware pipes and fittings covering non-potable drainage and pipeline fittings,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,general_but_sufficient,procurement,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_09,"Find the standard that covers salt-glazed stoneware pipes and fittings, stoneware pipe and fitting forms not meant for potable water",IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,technical_natural,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_10,Need compliant salt-glazed stoneware pipes and fittings for non-potable drainage and pipeline fittings,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,general_but_sufficient,general_natural,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_11,Which IS should I use for salt-glazed stoneware pipes and fittings when the job is non-potable drainage and pipeline fittings?,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,conversational,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_651_1992_12,Standard selection for non-potable drainage and pipeline fittings: salt-glazed stoneware pipes and fittings with stoneware pipe and fitting forms not meant for potable water,IS 651: 1992,SALT GLAZED STONEWARE PIPES AND FITTINGS,specific,use_case,IS 4270: 2001;IS 12709: 1994;IS 3589: 2001;IS 14333: 1996,pending,
rq_is_3677_1985_01,Require unbonded rock and slag wool for thermal insulation where the distinguishing feature is unbonded wool insulation form,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,formal,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_02,Procure unbonded rock and slag wool for thermal insulation; material or form should be rock wool or slag wool,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,procurement,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_03,Need an Indian Standard for unbonded rock and slag wool used in thermal insulation with unbonded wool insulation form,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,technical_natural,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_04,Looking for unbonded rock and slag wool suited to thermal insulation,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,general_but_sufficient,general_natural,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_05,"We need unbonded rock and slag wool for thermal insulation, especially unbonded wool insulation form",IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,general_but_sufficient,conversational,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_06,Select the standard for thermal insulation using loose rock or slag wool,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,use_case,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_07,Specification needed for rock wool or slag wool unbonded rock and slag wool in thermal insulation,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,formal,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_08,Purchase requirement for unbonded rock and slag wool covering thermal insulation,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,general_but_sufficient,procurement,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_09,"Find the standard that covers unbonded rock and slag wool, unbonded wool insulation form",IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,technical_natural,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_10,Need compliant unbonded rock and slag wool for thermal insulation,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,general_but_sufficient,general_natural,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_11,Which IS should I use for unbonded rock and slag wool when the job is thermal insulation?,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,conversational,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_3677_1985_12,Standard selection for thermal insulation: unbonded rock and slag wool with unbonded wool insulation form,IS 3677: 1985,UNBONDED ROCK AND SLAG WOOL FOR,specific,use_case,IS 8183: 1993;IS 9742: 1993;IS 9842: 1994;IS 4671: 1984,pending,
rq_is_4671_1984_01,"Require expanded polystyrene insulation for refrigeration and building thermal insulation where the distinguishing feature is boards, blocks, rough shapes, or pipe sections made from EPS",IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,formal,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_02,Procure expanded polystyrene insulation for refrigeration and building thermal insulation; material or form should be expanded polystyrene,IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,procurement,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_03,"Need an Indian Standard for expanded polystyrene insulation used in refrigeration and building thermal insulation with boards, blocks, rough shapes, or pipe sections made from EPS",IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,technical_natural,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_04,Looking for expanded polystyrene insulation suited to refrigeration and building thermal insulation,IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,general_but_sufficient,general_natural,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_05,"We need expanded polystyrene insulation for refrigeration and building thermal insulation, especially boards, blocks, rough shapes, or pipe sections made from EPS",IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,general_but_sufficient,conversational,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_06,Select the standard for thermal insulation for refrigeration or building work using EPS sections,IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,use_case,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_07,Specification needed for expanded polystyrene expanded polystyrene insulation in refrigeration and building thermal insulation,IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,formal,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_08,Purchase requirement for expanded polystyrene insulation covering refrigeration and building thermal insulation,IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,general_but_sufficient,procurement,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_09,"Find the standard that covers expanded polystyrene insulation, boards, blocks, rough shapes, or pipe sections made from EPS",IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,technical_natural,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_10,Need compliant expanded polystyrene insulation for refrigeration and building thermal insulation,IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,general_but_sufficient,general_natural,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_11,Which IS should I use for expanded polystyrene insulation when the job is refrigeration and building thermal insulation?,IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,conversational,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_4671_1984_12,"Standard selection for refrigeration and building thermal insulation: expanded polystyrene insulation with boards, blocks, rough shapes, or pipe sections made from EPS",IS 4671: 1984,EXPANDED POLYSTYRENE FOR THERMAL,specific,use_case,IS 7509: 1993;IS 9842: 1994;IS 12436: 1988;IS 9428: 1993,pending,
rq_is_6598_1972_01,"Require cellular concrete thermal insulation for thermal insulation, including flat roof insulation where the distinguishing feature is lightweight cellular concrete formed with air or gas bubbles",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,formal,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_02,"Procure cellular concrete thermal insulation for thermal insulation, including flat roof insulation; material or form should be cellular concrete",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,procurement,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_03,"Need an Indian Standard for cellular concrete thermal insulation used in thermal insulation, including flat roof insulation with lightweight cellular concrete formed with air or gas bubbles",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,technical_natural,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_04,"Looking for cellular concrete thermal insulation suited to thermal insulation, including flat roof insulation",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,general_but_sufficient,general_natural,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_05,"We need cellular concrete thermal insulation for thermal insulation, including flat roof insulation, especially lightweight cellular concrete formed with air or gas bubbles",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,general_but_sufficient,conversational,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_06,Select the standard for cast-in-situ flat roof insulation using cellular concrete,IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,use_case,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_07,"Specification needed for cellular concrete cellular concrete thermal insulation in thermal insulation, including flat roof insulation",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,formal,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_08,"Purchase requirement for cellular concrete thermal insulation covering thermal insulation, including flat roof insulation",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,general_but_sufficient,procurement,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_09,"Find the standard that covers cellular concrete thermal insulation, lightweight cellular concrete formed with air or gas bubbles",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,technical_natural,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_10,"Need compliant cellular concrete thermal insulation for thermal insulation, including flat roof insulation",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,general_but_sufficient,general_natural,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_11,"Which IS should I use for cellular concrete thermal insulation when the job is thermal insulation, including flat roof insulation?",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,conversational,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_6598_1972_12,"Standard selection for thermal insulation, including flat roof insulation: cellular concrete thermal insulation with lightweight cellular concrete formed with air or gas bubbles",IS 6598: 1972,CELLULAR CONCRETE FOR THERMAL INSULATION,specific,use_case,IS 7509: 1993;IS 8183: 1993;IS 9742: 1993;IS 3677: 1985,pending,
rq_is_7509_1993_01,Require thermal insulating cement for high-temperature insulation service where the distinguishing feature is cementitious insulation for temperatures up to 950 C,IS 7509: 1993,THERMAL INSULATING CEMENT,specific,formal,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_02,Procure thermal insulating cement for high-temperature insulation service; material or form should be thermal insulating cement,IS 7509: 1993,THERMAL INSULATING CEMENT,specific,procurement,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_03,Need an Indian Standard for thermal insulating cement used in high-temperature insulation service with cementitious insulation for temperatures up to 950 C,IS 7509: 1993,THERMAL INSULATING CEMENT,specific,technical_natural,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_04,Looking for thermal insulating cement suited to high-temperature insulation service,IS 7509: 1993,THERMAL INSULATING CEMENT,general_but_sufficient,general_natural,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_05,"We need thermal insulating cement for high-temperature insulation service, especially cementitious insulation for temperatures up to 950 C",IS 7509: 1993,THERMAL INSULATING CEMENT,general_but_sufficient,conversational,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_06,Select the standard for high-temperature insulation using thermal insulating cement,IS 7509: 1993,THERMAL INSULATING CEMENT,specific,use_case,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_07,Specification needed for thermal insulating cement thermal insulating cement in high-temperature insulation service,IS 7509: 1993,THERMAL INSULATING CEMENT,specific,formal,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_08,Purchase requirement for thermal insulating cement covering high-temperature insulation service,IS 7509: 1993,THERMAL INSULATING CEMENT,general_but_sufficient,procurement,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_09,"Find the standard that covers thermal insulating cement, cementitious insulation for temperatures up to 950 C",IS 7509: 1993,THERMAL INSULATING CEMENT,specific,technical_natural,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_10,Need compliant thermal insulating cement for high-temperature insulation service,IS 7509: 1993,THERMAL INSULATING CEMENT,general_but_sufficient,general_natural,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_11,Which IS should I use for thermal insulating cement when the job is high-temperature insulation service?,IS 7509: 1993,THERMAL INSULATING CEMENT,specific,conversational,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_7509_1993_12,Standard selection for high-temperature insulation service: thermal insulating cement with cementitious insulation for temperatures up to 950 C,IS 7509: 1993,THERMAL INSULATING CEMENT,specific,use_case,IS 9428: 1993;IS 8183: 1993;IS 9742: 1993;IS 8154: 1993,pending,
rq_is_8154_1993_01,Require preformed calcium silicate insulation for surfaces reaching up to 650 C where the distinguishing feature is preformed calcium silicate for the lower temperature range,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,formal,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_02,Procure preformed calcium silicate insulation for surfaces reaching up to 650 C; material or form should be calcium silicate,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,procurement,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_03,Need an Indian Standard for preformed calcium silicate insulation used in surfaces reaching up to 650 C with preformed calcium silicate for the lower temperature range,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,technical_natural,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_04,Looking for preformed calcium silicate insulation suited to surfaces reaching up to 650 C,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,general_but_sufficient,general_natural,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_05,"We need preformed calcium silicate insulation for surfaces reaching up to 650 C, especially preformed calcium silicate for the lower temperature range",IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,general_but_sufficient,conversational,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
rq_is_8154_1993_06,Select the standard for insulating a hot surface with preformed calcium silicate up to 650 C,IS 8154: 1993,PREORMED CALCIUM SILICATE INSULATION,specific,use_case,IS 9428: 1993;IS 7509: 1993;IS 4671: 1984;IS 6598: 1972,pending,
